epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,8477.34,1.2513,0.54485,0.95542,0.96126,0.89015,0.92305,0.58178,1.1799,3.62855,0.86475,0.0008284,0.0008284,0.0008284
15,9080.98,1.24413,0.54227,0.95395,0.96033,0.89216,0.92387,0.58381,1.17649,0.98724,0.86378,0.0008152,0.0008152,0.0008152
16,9684.42,1.23341,0.53509,0.95099,0.96297,0.89127,0.92452,0.58585,1.17306,0.96793,0.86316,0.000802,0.000802,0.000802
17,10288.7,1.22957,0.53149,0.95053,0.9639,0.89297,0.91872,0.58079,1.17023,22.8946,0.8626,0.0007888,0.0007888,0.0007888
18,10901.3,1.22931,0.5295,0.95148,0.96504,0.89415,0.91039,0.57772,1.16694,77.8819,0.86236,0.0007756,0.0007756,0.0007756
19,11523.7,1.2246,0.5241,0.94761,0.96944,0.89238,0.89329,0.57206,1.16375,176.773,0.86147,0.0007624,0.0007624,0.0007624
20,12149.1,1.2191,0.52131,0.94892,0.99057,0.80089,0.84516,0.55354,1.15922,468.358,0.86015,0.0007492,0.0007492,0.0007492
21,12783.9,1.2112,0.51713,0.94631,0.99521,0.70702,0.76207,0.51478,1.15582,760.761,0.85924,0.000736,0.000736,0.000736
22,13419.9,1.20981,0.51405,0.94686,0.99547,0.69663,0.76306,0.51585,1.15276,559.303,0.85861,0.0007228,0.0007228,0.0007228
23,14046.5,1.20815,0.51341,0.94551,0.99128,0.80047,0.86717,0.56592,1.14963,156.251,0.85832,0.0007096,0.0007096,0.0007096
24,14678.1,1.20124,0.50962,0.94414,0.97355,0.89415,0.90736,0.58369,1.14668,26.2307,0.85761,0.0006964,0.0006964,0.0006964
25,15307.5,1.19833,0.50738,0.9457,0.97103,0.89695,0.92303,0.59297,1.1438,3.59482,0.85677,0.0006832,0.0006832,0.0006832
26,15940.9,1.19585,0.5041,0.94309,0.96684,0.90119,0.93139,0.59984,1.14141,0.78018,0.85592,0.00067,0.00067,0.00067
27,16571.7,1.18943,0.50194,0.94154,0.96721,0.9006,0.93536,0.60739,1.13808,0.50697,0.85499,0.0006568,0.0006568,0.0006568
28,17183.1,1.18499,0.49664,0.93987,0.96822,0.901,0.93659,0.6098,1.13547,0.50357,0.85438,0.0006436,0.0006436,0.0006436
29,17787.9,1.18509,0.49678,0.93861,0.96995,0.90119,0.93701,0.61203,1.13236,0.49891,0.85385,0.0006304,0.0006304,0.0006304
30,18398.8,1.1796,0.49464,0.94009,0.96903,0.90334,0.93796,0.61359,1.12926,0.49147,0.85281,0.0006172,0.0006172,0.0006172
31,19007.7,1.1776,0.49175,0.9378,0.96944,0.90353,0.93843,0.61527,1.12649,0.4874,0.85197,0.000604,0.000604,0.000604
32,19616,1.17631,0.49115,0.93913,0.9707,0.90365,0.93943,0.61667,1.12352,0.48493,0.85094,0.0005908,0.0005908,0.0005908
33,20224.8,1.1735,0.48917,0.94021,0.97087,0.90368,0.94003,0.61786,1.12132,0.48124,0.85006,0.0005776,0.0005776,0.0005776
34,20834.9,1.1724,0.48652,0.94025,0.97208,0.90312,0.94016,0.61844,1.11924,0.47884,0.84965,0.0005644,0.0005644,0.0005644
35,21444.3,1.16398,0.48352,0.93732,0.97208,0.90315,0.94124,0.61991,1.11667,0.47653,0.84915,0.0005512,0.0005512,0.0005512
36,22053.6,1.16185,0.48212,0.9355,0.97118,0.90435,0.94134,0.62058,1.11527,0.47373,0.84878,0.000538,0.000538,0.000538
37,22660.3,1.16034,0.47906,0.93615,0.97257,0.90471,0.9417,0.62146,1.11323,0.47123,0.84832,0.0005248,0.0005248,0.0005248
38,23267.8,1.15757,0.47843,0.93452,0.97301,0.90541,0.94192,0.62267,1.11117,0.46814,0.84756,0.0005116,0.0005116,0.0005116
39,23876.8,1.15286,0.4764,0.93408,0.97184,0.90588,0.94182,0.6234,1.10939,0.46583,0.84702,0.0004984,0.0004984,0.0004984
40,24486.4,1.15382,0.47535,0.93454,0.97073,0.90698,0.94214,0.62345,1.10764,0.46325,0.84635,0.0004852,0.0004852,0.0004852
41,25096.7,1.14984,0.47362,0.93306,0.97039,0.90763,0.94207,0.62433,1.10614,0.46155,0.84584,0.000472,0.000472,0.000472
42,25705.8,1.14545,0.47118,0.93172,0.96983,0.90912,0.94251,0.62555,1.10508,0.4616,0.84541,0.0004588,0.0004588,0.0004588
43,26310.3,1.14822,0.4717,0.93185,0.9702,0.90925,0.943,0.62593,1.10323,0.46038,0.84493,0.0004456,0.0004456,0.0004456
44,26917.8,1.14178,0.4679,0.93083,0.97212,0.90881,0.94292,0.62614,1.10186,0.46077,0.84477,0.0004324,0.0004324,0.0004324
45,27527.7,1.14228,0.46731,0.93152,0.97304,0.9087,0.94364,0.62701,1.10033,0.46049,0.84423,0.0004192,0.0004192,0.0004192
46,28138.5,1.13711,0.46493,0.92949,0.97262,0.90894,0.94401,0.62766,1.09864,0.45546,0.84392,0.000406,0.000406,0.000406
47,28749.6,1.13716,0.46285,0.92997,0.97159,0.90987,0.94373,0.62878,1.0968,0.45335,0.84335,0.0003928,0.0003928,0.0003928
48,29359,1.13236,0.46257,0.93027,0.97283,0.90964,0.94419,0.62963,1.09563,0.4516,0.84294,0.0003796,0.0003796,0.0003796
49,29965,1.12892,0.46133,0.92942,0.97281,0.90975,0.94417,0.63038,1.09421,0.45022,0.84275,0.0003664,0.0003664,0.0003664
50,30571.9,1.12863,0.46033,0.92888,0.97375,0.91001,0.94477,0.63178,1.09273,0.448,0.84252,0.0003532,0.0003532,0.0003532
51,31181.5,1.12785,0.45867,0.92845,0.97473,0.90999,0.94514,0.6322,1.09138,0.44544,0.84221,0.00034,0.00034,0.00034
52,31790.8,1.12365,0.45477,0.92771,0.97475,0.91069,0.9456,0.63301,1.09014,0.44255,0.84193,0.0003268,0.0003268,0.0003268
53,32402.2,1.12288,0.45534,0.92744,0.97333,0.91151,0.94562,0.63371,1.08898,0.44247,0.84168,0.0003136,0.0003136,0.0003136
54,33011.1,1.1195,0.4534,0.92736,0.97281,0.91186,0.94584,0.63424,1.08778,0.44058,0.84155,0.0003004,0.0003004,0.0003004
55,33618.3,1.11441,0.45195,0.92583,0.9726,0.91269,0.94551,0.63487,1.08675,0.44035,0.84133,0.0002872,0.0002872,0.0002872
56,34226.1,1.11474,0.45157,0.9258,0.97285,0.9127,0.94618,0.63587,1.08523,0.4406,0.84113,0.000274,0.000274,0.000274
57,34835.9,1.11161,0.44859,0.92588,0.9732,0.91202,0.9466,0.63612,1.08455,0.44017,0.84108,0.0002608,0.0002608,0.0002608
58,35446.9,1.10815,0.44742,0.9247,0.97429,0.91175,0.94658,0.63686,1.08281,0.4395,0.84078,0.0002476,0.0002476,0.0002476
59,36058.5,1.11027,0.44635,0.92535,0.97382,0.91226,0.94702,0.63753,1.08175,0.43771,0.84067,0.0002344,0.0002344,0.0002344
60,36668.8,1.10517,0.44515,0.92363,0.97517,0.91247,0.94785,0.63841,1.0806,0.43615,0.84055,0.0002212,0.0002212,0.0002212
61,37277.7,1.10511,0.4435,0.92397,0.97602,0.91292,0.9483,0.63903,1.0796,0.43381,0.84035,0.000208,0.000208,0.000208
62,37888.6,1.10132,0.44198,0.92373,0.97584,0.91339,0.94843,0.63974,1.0792,0.43313,0.84019,0.0001948,0.0001948,0.0001948
63,38501.8,1.09635,0.43937,0.92194,0.97543,0.91331,0.94864,0.63939,1.07872,0.43288,0.84029,0.0001816,0.0001816,0.0001816
64,39114.6,1.09718,0.43807,0.92271,0.97531,0.91344,0.94849,0.6396,1.07832,0.43203,0.84025,0.0001684,0.0001684,0.0001684
65,39726.4,1.09774,0.43892,0.92159,0.97441,0.91445,0.94877,0.64017,1.07739,0.43137,0.83995,0.0001552,0.0001552,0.0001552
66,40347.7,1.09689,0.42226,0.93973,0.97545,0.91381,0.94868,0.63949,1.07686,0.42888,0.83984,0.000142,0.000142,0.000142
67,40947.6,1.08526,0.41537,0.93751,0.97593,0.91346,0.94877,0.63997,1.07613,0.42742,0.8396,0.0001288,0.0001288,0.0001288
68,41549.5,1.08161,0.41433,0.93777,0.9751,0.91456,0.9487,0.64044,1.07564,0.42664,0.83943,0.0001156,0.0001156,0.0001156
69,42153,1.08019,0.41209,0.93661,0.975,0.91539,0.9492,0.6414,1.07521,0.42471,0.83928,0.0001024,0.0001024,0.0001024
70,42755.6,1.07407,0.41013,0.93488,0.97487,0.91516,0.94893,0.64185,1.07496,0.42402,0.8392,8.92e-05,8.92e-05,8.92e-05
71,610.637,1.09052,0.43183,0.92088,0.97574,0.91433,0.9484,0.64255,1.07413,0.42357,0.83917,7.6e-05,7.6e-05,7.6e-05
72,1237.86,1.08746,0.43236,0.92043,0.97508,0.91585,0.94913,0.64269,1.07366,0.42415,0.83913,6.28e-05,6.28e-05,6.28e-05
73,1871.16,1.08571,0.42998,0.91872,0.97468,0.91539,0.94878,0.64299,1.07383,0.42444,0.83921,4.96e-05,4.96e-05,4.96e-05
74,2502.47,1.0824,0.42886,0.91838,0.97477,0.91577,0.94906,0.64285,1.07365,0.42434,0.83917,3.64e-05,3.64e-05,3.64e-05
75,3129.41,1.08212,0.42832,0.91725,0.97453,0.91613,0.94934,0.64293,1.07347,0.42477,0.83912,2.32e-05,2.32e-05,2.32e-05
